GTP [ChEBI:15996],CHEBI:15996
alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide [ChEBI:18313],CHEBI:18313
N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosylceramide [ChEBI:18259],CHEBI:18259
N-acyl-beta-D-galactosylsphingosine [ChEBI:18390],CHEBI:18390
globoside [ChEBI:61360],CHEBI:61360
N-acylsphingosine 1-phosphate [ChEBI:16197],CHEBI:16197
glycosphingolipid [ChEBI:24402],CHEBI:24402
glycerophospholipid [ChEBI:37739],CHEBI:37739
protein [ChEBI:36080],CHEBI:36080
very long-chain fatty acid [ChEBI:27283],CHEBI:27283
very long-chain fatty acyl-CoA [ChEBI:61910],CHEBI:61910
arachidonoyl-CoA [ChEBI:15514],CHEBI:15514
3-oxooctadecanoyl-CoA [ChEBI:50571],CHEBI:50571
tetracosanoyl-CoA [ChEBI:52974],CHEBI:52974
3-oxohexacosanoyl-CoA [ChEBI:52977],CHEBI:52977
icosanoyl-CoA [ChEBI:15527],CHEBI:15527
3-oxodocosanoyl-CoA [ChEBI:52328],CHEBI:52328
trans-2-octadecenoyl-CoA [ChEBI:50570],CHEBI:50570
(R)-3-hydroxyacyl-CoA [ChEBI:15456],CHEBI:15456
trans-2-enoyl-CoA [ChEBI:50998],CHEBI:50998
3-hydroxyoctadecanoyl-CoA [ChEBI:50583],CHEBI:50583
"(7Z,10Z,13Z,16Z)-3-oxodocosatetraenoyl-CoA [ChEBI:63821]",CHEBI:63821
3-oxoacyl-[acyl-carrier-protein] [ChEBI:84646],CHEBI:84646
(3R)-3-hydroxyacyl-[acyl-carrier-protein] [ChEBI:84648],CHEBI:84648
ferrocytochrome b5 [ChEBI:16518],CHEBI:16518
oleoyl-CoA [ChEBI:15534],CHEBI:15534
ferricytochrome b5 [ChEBI:18097],CHEBI:18097
5(S)-HETE [ChEBI:28209],CHEBI:28209
meadowlactone [ChEBI:132873],CHEBI:132873
5-HETE [ChEBI:60943],CHEBI:60943
17-HETE [ChEBI:63995],CHEBI:63995
16-HETE [ChEBI:63994],CHEBI:63994
18-HETE [ChEBI:63579],CHEBI:63579
20-HETE [ChEBI:34306],CHEBI:34306
20-oxoleukotriene B4 [ChEBI:63979],CHEBI:63979
20-hydroxy-20-oxoleukotriene B4 [ChEBI:27562],CHEBI:27562
eoxin A4 [ChEBI:63983],CHEBI:63983
eoxin C4 [ChEBI:63984],CHEBI:63984
6-trans-leukotriene B4 [ChEBI:63981],CHEBI:63981
Delta(6)-trans-12-epi-leukotriene B4 [ChEBI:63982],CHEBI:63982
eoxin D4 [ChEBI:63985],CHEBI:63985
eoxin E4 [ChEBI:63986],CHEBI:63986
18-hydroxy-18-oxo-dinorleukotriene B4 [ChEBI:63980],CHEBI:63980
12-dehydro-leukotriene B4 [ChEBI:27814],CHEBI:27814
"13,14-dihydro-Delta(12)-prostaglandin J2 [ChEBI:28130]",CHEBI:28130
"15-deoxy-Delta(12,14)-prostaglandin J2 [ChEBI:34159]",CHEBI:34159
prostaglandin J2 [ChEBI:27485],CHEBI:27485
prostaglandin A2 [ChEBI:27820],CHEBI:27820
15-dehydro-prostaglandin D2 [ChEBI:15557],CHEBI:15557
15-dehydro-prostaglandin E2 [ChEBI:15547],CHEBI:15547
15-oxoprostaglandin F2alpha [ChEBI:28442],CHEBI:28442
prostaglandin C2 [ChEBI:27555],CHEBI:27555
"15-deoxy-Delta(12,14)-prostaglandin A2 [ChEBI:63975]",CHEBI:63975
thromboxane B2 [ChEBI:28728],CHEBI:28728
11-dehydro-thromboxane B2 [ChEBI:28667],CHEBI:28667
prostaglandin B2 [ChEBI:28099],CHEBI:28099
"15-deoxy-Delta(12,14)-prostaglandin D2 [ChEBI:63999]",CHEBI:63999
thioredoxin dithiol [ChEBI:15967],CHEBI:15967
thioredoxin disulfide [ChEBI:18191],CHEBI:18191
malonaldehyde [ChEBI:566274],CHEBI:566274
12S-HHTrE [ChEBI:63977],CHEBI:63977
11-epi-prostaglandin F2alpha [ChEBI:27595],CHEBI:27595
celecoxib [ChEBI:41423],CHEBI:41423
6-oxoprostaglandin F1alpha [ChEBI:28158],CHEBI:28158
"13,14-dihydro-15-oxo-prostaglandin E2 [ChEBI:15550]",CHEBI:15550
"13,14-dihydro-15-keto-PGF2alpha [ChEBI:63976]",CHEBI:63976
"5,6-DHET [ChEBI:63974]",CHEBI:63974
"(5Z,8Z,14Z)-11,12-dihydroxyicosatrienoic acid [ChEBI:63969]",CHEBI:63969
"(5Z,11Z,14Z)-8,9-dihydroxyicosatrienoic acid [ChEBI:63970]",CHEBI:63970
"(5Z,8Z,11Z)-14,15-dihydroxyicosatrienoic acid [ChEBI:63966]",CHEBI:63966
15(S)-HETE [ChEBI:15558],CHEBI:15558
15-oxo-ETE [ChEBI:15559],CHEBI:15559
15(R)-HETE [ChEBI:63989],CHEBI:63989
12(R)-HPETE [ChEBI:34145],CHEBI:34145
12(R)-HETE [ChEBI:34144],CHEBI:34144
12(S)-HPETE [ChEBI:15626],CHEBI:15626
12-oxo-ETE [ChEBI:34151],CHEBI:34151
icosan-1-ol [ChEBI:75627],CHEBI:75627
wax ester [ChEBI:10036],CHEBI:10036
hexacosanoyl-CoA [ChEBI:52966],CHEBI:52966
trans-2-hexacosenoyl-CoA [ChEBI:52975],CHEBI:52975
cis-3-octenoyl-CoA [ChEBI:85939],CHEBI:85939
3-hydroxyhexacosanoyl-CoA [ChEBI:64972],CHEBI:64972
"long-chain 2,3-trans-enoyl CoA(4-) [ChEBI:83727]",CHEBI:83727
trans-3-enoyl-CoA [ChEBI:27700],CHEBI:27700
2-hydroxyhexadecanoic acid [ChEBI:65101],CHEBI:65101
2-oxopalmitic acid [ChEBI:86988],CHEBI:86988
phytanic acid [ChEBI:16285],CHEBI:16285
phytanoyl-CoA [ChEBI:15538],CHEBI:15538
2-hydroxyphytanoyl-CoA [ChEBI:15475],CHEBI:15475
pristanate [ChEBI:77268],CHEBI:77268
pristanoyl-CoA [ChEBI:51341],CHEBI:51341
pristanal [ChEBI:49189],CHEBI:49189
formyl-CoA [ChEBI:15522],CHEBI:15522
"4,8,12-trimethyltridecanoyl-CoA [ChEBI:15495]",CHEBI:15495
"4,8-dimethylnonanoyl-CoA [ChEBI:63856]",CHEBI:63856
3-oxopristanoyl-CoA [ChEBI:15371],CHEBI:15371
3-hydroxypristanoyl-CoA [ChEBI:63914],CHEBI:63914
"(E)-2,3-didehydropristanoyl-CoA [ChEBI:63803]",CHEBI:63803
(2S)-pristanoyl-CoA [ChEBI:64039],CHEBI:64039
O-acetylcarnitinium [ChEBI:15960],CHEBI:15960
O-propanoylcarnitine [ChEBI:28867],CHEBI:28867
"O-(4,8-dimethylnonanoyl)carnitine [ChEBI:63874]",CHEBI:63874
"adenosine 3',5'-bisphosphate [ChEBI:37240]",CHEBI:37240
S-acylpantetheine 4'-phosphate group [ChEBI:47983],CHEBI:47983
"(6Z,9Z,12Z,15Z,18Z,21Z)-3-oxotetracosahexaenoyl-CoA [ChEBI:65131]",CHEBI:65131
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA [ChEBI:65132]",CHEBI:65132
"(6Z,9Z,12Z,15Z,18Z,21Z)-3-hydroxytetracosahexaenoyl-CoA [ChEBI:65130]",CHEBI:65130
"(2E,6Z,9Z,12Z,15Z,18Z,21Z)-tetracosaheptaenoyl-CoA [ChEBI:65139]",CHEBI:65139
"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA [ChEBI:63540]",CHEBI:63540
"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA [ChEBI:63543]",CHEBI:63543
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA [ChEBI:63541]",CHEBI:63541
"(5Z,8Z,11Z,14Z,17Z)-icosapentaenoyl-CoA [ChEBI:63539]",CHEBI:63539
"(8Z,11Z,14Z,17Z)-icosatetraenoyl-CoA [ChEBI:63542]",CHEBI:63542
"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA [ChEBI:63545]",CHEBI:63545
alpha-linolenoyl-CoA [ChEBI:51985],CHEBI:51985
"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA [ChEBI:63544]",CHEBI:63544
"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA [ChEBI:63548]",CHEBI:63548
"all-cis-icosa-8,11,14-trienoyl-CoA [ChEBI:27979]",CHEBI:27979
gamma-linolenoyl-CoA [ChEBI:15508],CHEBI:15508
"(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoic acid [ChEBI:65136]",CHEBI:65136
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA [ChEBI:63546]",CHEBI:63546
N-acylphosphatidylethanolamine [ChEBI:61232],CHEBI:61232
acyl group [ChEBI:22221],CHEBI:22221
N-arachidonoylphosphatidylethanolamine [ChEBI:52571],CHEBI:52571
1-O-acyl-sn-glycero-3-phosphocholine [ChEBI:58168],CHEBI:58168
lysophosphatidylcholine 22:6 [ChEBI:64567],CHEBI:64567
lysophosphatidylcholine 14:0 [ChEBI:64483],CHEBI:64483
1-acylglycerophosphocholine(1+) [ChEBI:11230],CHEBI:11230
1-myristoyl-sn-glycerol 3-phosphate [ChEBI:62833],CHEBI:62833
1-monomyristoylglycerol [ChEBI:75562],CHEBI:75562
2-acyl-sn-glycero-3-phosphate [ChEBI:17936],CHEBI:17936
1-O-(alk-1-enyl)-2-O-acyl-sn-glycero-3-phosphocholine [ChEBI:17810],CHEBI:17810
1-(alk-1-enyl)-2-acyl-sn-glycero-3-phosphoethanolamine [ChEBI:17476],CHEBI:17476
glycerophosphocholine [ChEBI:36313],CHEBI:36313
glycerophosphoethanolamine [ChEBI:36314],CHEBI:36314
1-acyl-sn-glycero-3-phosphoglycerol [ChEBI:62747],CHEBI:62747
2-acyl-sn-glycero-3-phosphoglycerol [ChEBI:27923],CHEBI:27923
lysobisphosphatidic acid [ChEBI:60815],CHEBI:60815
1-(sn-glycero-3-O-phosphonato)-1D-myo-inositol [ChEBI:58444],CHEBI:58444
palmityl palmitate [ChEBI:75584],CHEBI:75584
"(4Z,7Z,10Z,12E,14S,16Z)-14-hydroxydocosapentaenoic acid [ChEBI:140218]",CHEBI:140218
"10(S),17(S)-dihydroxy-omega 6-docosapentaenoic acid [ChEBI:138674]",CHEBI:138674
"(4Z,7Z,10Z,13Z,15E,17S)-17-hydroxydocosapentaenoic acid [ChEBI:138673]",CHEBI:138673
"(7Z,10Z,13R,14E,16Z,19Z)-13-hydroxydocosapentaenoic acid [ChEBI:91274]",CHEBI:91274
"7,16,17-trihydroxy-(14E,19Z)-docosa-8,10,12,14,19-pentaenoic acid [ChEBI:140272]",CHEBI:140272
"(7S,8,17S)-trihydroxy-(15E,19Z)-docosa-9,11,13,15,19-pentaenoic acid [ChEBI:140271]",CHEBI:140271
"7,17-dihydroxy-(8Z,15E,19Z)-docosa-8,10,13,15,19-pentaenoic acid [ChEBI:140273]",CHEBI:140273
"7,8-epoxy,17-hydroxy-(9E,11E,13Z,15E,19Z)-docosapentaenoic acid [ChEBI:140234]",CHEBI:140234
"(8E,10Z,13Z,15E,19Z)-7,17-bis(hydroperoxy)docosapentaenoic acid [ChEBI:140248]",CHEBI:140248
"(7Z,10Z,13Z,15E,17S,19Z)-17-hydroperoxydocosapentaenoic acid [ChEBI:140226]",CHEBI:140226
"(10R,17S)-dihydroxy-(7Z,11E,13E,15Z,19Z)-docosapentaenoic acid [ChEBI:140265]",CHEBI:140265
"16,17(S)-dihydroxy-(7Z,10Z,13E,14E,19Z)-docosapentaenoic acid [ChEBI:140266]",CHEBI:140266
"(16S,17S)-epoxy-(7Z,10Z,12E,14E,19Z)-docosapentaenoic acid [ChEBI:140224]",CHEBI:140224
resolvin T4 [ChEBI:137020],CHEBI:137020
resolvin T1 [ChEBI:137011],CHEBI:137011
resolvin T2 [ChEBI:137018],CHEBI:137018
resolvin T3 [ChEBI:137019],CHEBI:137019
"(7Z,9E,11E,16Z,19Z)-13,14-epoxydocosapentaenoic acid [ChEBI:140200]",CHEBI:140200
"(7R,14S)-dihydroxy-(8E,10E,12Z,16Z,19Z)-docosapentaenoic acid [ChEBI:140256]",CHEBI:140256
"13,14(S)-dihydroxy-(7Z,9E,11E,16Z,19Z)-docosapentaenoic acid [ChEBI:140257]",CHEBI:140257
"(4Z,8E,10Z,12E,14S,16Z,19Z)-14-hydroperoxydocosahexaenoic acid [ChEBI:140220]",CHEBI:140220
"(7Z,10Z,12E,14S,16Z,19Z)-14-hydroperoxydocosapentaenoic acid [ChEBI:140222]",CHEBI:140222
"14(S),21-dihydroxy-(7Z,10Z,12E,16Z,19Z)-docosapentaenoic acid [ChEBI:140258]",CHEBI:140258
15-epi-lipoxin B4 [ChEBI:63991],CHEBI:63991
6-epi-lipoxin A4 [ChEBI:63990],CHEBI:63990
15-oxolipoxin A4 [ChEBI:63992],CHEBI:63992
"13,14-dihydro-15-oxolipoxin A4 [ChEBI:63993]",CHEBI:63993
17(R)-HDoHE [ChEBI:91137],CHEBI:91137
7(S)-hydroperoxy-17(R)-hydroxydocosahexaenoic acid [ChEBI:138602],CHEBI:138602
"(4Z,7Z,10Z,13Z,15E,17R,19Z)-17-hydroperoxydocosahexaenoic acid [ChEBI:138590]",CHEBI:138590
aspirin-triggered resolvin D6 [ChEBI:138618],CHEBI:138618
aspirin-triggered resolvin D1 [ChEBI:138179],CHEBI:138179
aspirin-triggered resolvin D5 [ChEBI:138617],CHEBI:138617
aspirin-triggered resolvin D3 [ChEBI:138615],CHEBI:138615
aspirin-triggered resolvin D4 [ChEBI:138616],CHEBI:138616
aspirin-triggered resolvin D2 [ChEBI:138614],CHEBI:138614
"7S,8S-epoxy-17R-hydroxydocosahexaenoic acid [ChEBI:138613]",CHEBI:138613
4S(5)-epoxy-17R-hydroxydocosahexaenoic acid [ChEBI:138612],CHEBI:138612
4(S)-hydroperoxy-17(R)-hydroxydocosahexaenoic acid [ChEBI:138601],CHEBI:138601
"(4Z,7Z,10Z,13Z,15E,17S,19Z)-17-hydroperoxydocosahexaenoic acid [ChEBI:136113]",CHEBI:136113
"(4Z,7Z,10S,11E,13Z,15E,17S,19Z)-10,17-dihydroxydocosahexaenoic acid [ChEBI:138653]",CHEBI:138653
"(16S,17S)-epoxy-(4Z,7Z,10Z,12E,14E,19Z)-docosahexaenoic acid [ChEBI:140225]",CHEBI:140225
protectin D1 [ChEBI:138655],CHEBI:138655
22-hydroxyprotectin D1 [ChEBI:140243],CHEBI:140243
aspirin-triggered protectin D1 [ChEBI:140202],CHEBI:140202
"17R,(16)-epoxy-(4Z,7Z,10Z,13Z,19Z)-docosahexa-4,7,10,13,15,19-enoic acid [ChEBI:140192]",CHEBI:140192
"(13S,14S)-epoxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid [ChEBI:132228]",CHEBI:132228
"(13R)-S-glutathionyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid [ChEBI:138202]",CHEBI:138202
"(13R)-S-cysteinylglycinyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid [ChEBI:138206]",CHEBI:138206
"(13R)-S-cysteinyl-(14S)-hydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid [ChEBI:138209]",CHEBI:138209
"16(S)-glycinylcystein-S-yl-17(R)-hydroxy-(4Z,7Z,10,12,14,19Z)-docosahexaenoic acid [ChEBI:140263]",CHEBI:140263
"16(S)-cystein-S-yl,17(R)-hydroxy-(4Z,7Z,10,12,14,19Z)-docosahexaenoic acid [ChEBI:140264]",CHEBI:140264
"16(S)-glutathionyl-17(R)-hydroxy-(4Z,7Z,10,12,14,19Z)-docosahexaenoic acid [ChEBI:140262]",CHEBI:140262
7S(8)-epoxy-17(S)-hydroxydocosahexaenoic acid [ChEBI:138646],CHEBI:138646
"(8S)-glutathionyl-(7R,17S)-dihydroxy-(4Z,9,11,13Z,15E,19Z)-docosahexaenoic acid [ChEBI:140268]",CHEBI:140268
"(7S,17S)-bis(hydroperoxy)-(4Z,8E,10Z,13Z,15E,19Z)-docosahexaenoic acid [ChEBI:140245]",CHEBI:140245
"(8S)-glycinylcystein-S-yl-(7R,17S)-dihydroxy-(4Z,9,11,13Z,15E,19Z)-docosahexaenoic acid [ChEBI:140269]",CHEBI:140269
"(8S)-cystein-S-yl-(7R,17S)-dihydroxy-(4Z,9,11,13Z,15E,19Z)-docosahexaenoic acid [ChEBI:140270]",CHEBI:140270
(14S)-HDoHE [ChEBI:137347],CHEBI:137347
(14R)-HDoHE [ChEBI:137346],CHEBI:137346
"(4Z,7Z,10Z,12E,14R,16Z,19Z,21S)-dihydroxydocosahexaenoic acid [ChEBI:137368]",CHEBI:137368
"(4Z,7Z,10Z,12E,14R,16Z,19Z,21R)-dihydroxydocosahexaenoic acid [ChEBI:137361]",CHEBI:137361
"(4Z,7Z,10Z,12E,14S,16Z,19Z,21S)-dihydroxydocosahexaenoic acid [ChEBI:137360]",CHEBI:137360
"(4Z,7Z,10Z,12E,14S,16Z,19Z,21R)-dihydroxydocosahexaenoic acid [ChEBI:137354]",CHEBI:137354
"(4Z,7Z,10Z,12E,14S,16Z,19Z)-14,22-dihydroxydocosahexaenoic acid [ChEBI:137349]",CHEBI:137349
"(4Z,7Z,10Z,12E,14R,16Z,19Z)-14,22-dihydroxydocosahexaenoic acid [ChEBI:137350]",CHEBI:137350
"(7R,14S)-dihydroxy-(4Z,8E,10E,12Z,16Z,19Z)-docosahexaenoic acid [ChEBI:138249]",CHEBI:138249
"(7S,14S)-dihydroxy-(4Z,8E,10E,12Z,16Z,19Z)-docosahexaenoic acid [ChEBI:140193]",CHEBI:140193
"(13R,14S)-dihydroxy-(4Z,7Z,9E,11E,16Z,19Z)-docosahexaenoic acid [ChEBI:138248]",CHEBI:138248
"(7S,14S)-bis(hydroperoxy)-(4Z,8E,10Z,12E,16Z,19Z)-docosahexaenoic acid [ChEBI:140196]",CHEBI:140196
4(S)-hydroperoxy-17(S)-hydroxydocosahexaenoic acid [ChEBI:138641],CHEBI:138641
resolvin D6 [ChEBI:138643],CHEBI:138643
17(S)-HDoHE [ChEBI:138640],CHEBI:138640
7(S)-hydroperoxy-17(S)-hydroxydocosahexaenoic acid [ChEBI:138642],CHEBI:138642
4S(5)-epoxy-17(S)-hydroxydocosahexaenoic acid [ChEBI:138647],CHEBI:138647
resolvin D4 [ChEBI:138649],CHEBI:138649
resolvin D3 [ChEBI:138648],CHEBI:138648
resolvin D1 [ChEBI:81564],CHEBI:81564
8-oxoresolvin D1 [ChEBI:132797],CHEBI:132797
17-oxoresolvin D1 [ChEBI:132800],CHEBI:132800
resolvin D2 [ChEBI:81565],CHEBI:81565
resolvin D5 [ChEBI:138645],CHEBI:138645
"(8E,10Z,13Z,16Z,19Z)-7-hydroxydocosapentaenoic acid [ChEBI:140250]",CHEBI:140250
"(8E,10Z,13Z,16Z,19Z)-7-oxodocosapentaenoic acid [ChEBI:140253]",CHEBI:140253
"(4Z,8E,10Z,13Z,16Z,19Z)-7-hydroxydocosahexaenoic acid [ChEBI:72623]",CHEBI:72623
"(4Z,7Z,10Z,14E,16Z,19Z)-13-hydroxydocosahexaenoic acid [ChEBI:72608]",CHEBI:72608
"(4Z,7Z,10Z,14E,16Z,19Z)-13-oxodocosahexaenoic acid [ChEBI:140204]",CHEBI:140204
"(4Z,7Z,10Z,13Z,15E,19Z)-17-hydroxydocosahexaenoic acid [ChEBI:72637]",CHEBI:72637
"(4Z,7Z,10Z,13Z,15E,19Z)-17-oxodocosahexaenoic acid [ChEBI:140238]",CHEBI:140238
5-HEPE [ChEBI:72801],CHEBI:72801
"(4Z,8E,10Z,13Z,16Z,19Z)-7-oxodocosahexaenoic acid [ChEBI:140252]",CHEBI:140252
"(7Z,10Z,14E,16Z,19Z)-13-oxodocosapentaenoic acid [ChEBI:140205]",CHEBI:140205
"(7Z,10Z,13Z,15E,19Z)-17-oxodocosapentaenoic acid [ChEBI:140239]",CHEBI:140239
Delta(12)-prostaglandin J3 [ChEBI:140274],CHEBI:140274
"15-deoxy-Delta(12,14)-prostaglandin J3 [ChEBI:140223]",CHEBI:140223
prostaglandin J3 [ChEBI:140267],CHEBI:140267
prostaglandin H3 [ChEBI:134407],CHEBI:134407
"(6E,8Z,11Z,14Z,17Z)-5-oxoicosapentaenoic acid [ChEBI:140244]",CHEBI:140244
"(7Z,10Z,13Z,15E,19Z)-17-hydroperoxydocosapentaenoic acid [ChEBI:136352]",CHEBI:136352
18-oxoresolvin E1 [ChEBI:131617],CHEBI:131617
4-hydroxybutyrate [ChEBI:16724],CHEBI:16724
(S)-2-hydroxyglutaric acid [ChEBI:32797],CHEBI:32797
methylglyoxal [ChEBI:17158],CHEBI:17158
(R)-S-lactoylglutathione [ChEBI:15694],CHEBI:15694
carbovir diphosphate [ChEBI:64172],CHEBI:64172
carbovir triphosphate [ChEBI:64174],CHEBI:64174
carbovir monophosphate [ChEBI:64116],CHEBI:64116
(-)-carbovir [ChEBI:421843],CHEBI:421843
abacavir monophosphate [ChEBI:64112],CHEBI:64112
cyclopropylamine [ChEBI:34660],CHEBI:34660
abacavir [ChEBI:421707],CHEBI:421707
abacavir 5'-glucuronide [ChEBI:64189],CHEBI:64189
abacavir 5'-carboxylic acid [ChEBI:64192],CHEBI:64192
(+)-alpha-tocopherol [ChEBI:18145],CHEBI:18145
"2,3-epoxymenatetrenone [ChEBI:90152]",CHEBI:90152
menatetrenone [ChEBI:78277],CHEBI:78277
geranylgeranyl diphosphate(3-) [ChEBI:57533],CHEBI:57533
menadione [ChEBI:28869],CHEBI:28869
psicosamine [ChEBI:87176],CHEBI:87176
ribulosamine [ChEBI:87177],CHEBI:87177
ribulosamine 3-phosphate [ChEBI:87180],CHEBI:87180
psicosamine 3-phosphate [ChEBI:87179],CHEBI:87179
trimethylenediamine [ChEBI:15725],CHEBI:15725
fructosamine [ChEBI:24103],CHEBI:24103
fructosamine 3-phosphate [ChEBI:87178],CHEBI:87178
"S-[(2E,6E)-farnesyl]-L-cysteine residue [ChEBI:86019]",CHEBI:86019
"S-[(2E,6E)-farnesyl]-L-cysteine methyl ester [ChEBI:87167]",CHEBI:87167
iron atom [ChEBI:18248],CHEBI:18248
isoaspartate [ChEBI:85309],CHEBI:85309
N-methyl-D-aspartic acid [ChEBI:31882],CHEBI:31882
L-methionine (R)-S-oxide [ChEBI:49032],CHEBI:49032
L-methionine (S)-S-oxide [ChEBI:49031],CHEBI:49031
L-methionine sulfone [ChEBI:21363],CHEBI:21363
"2-trans,6-trans,10-trans-geranylgeranyl diphosphate [ChEBI:48861]",CHEBI:48861
rifampicin [ChEBI:28077],CHEBI:28077
bicyclo[3.3.0]oct-2-ene [ChEBI:77361],CHEBI:77361
(ethanolamineP) mannose (a1-2) (ethanolamineP) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI [ChEBI:77364],CHEBI:77364
6-O-{alpha-D-mannosyl-(1->2)-alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [ChEBI:53059],CHEBI:53059
6-O-{alpha-D-mannosyl-(1->6)-2-O-[(2-aminoethyl)phosphoryl]-alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl}-O-acyl-1-phosphatidyl-1D-myo-inositol [ChEBI:53058],CHEBI:53058
6-O-[alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl]-O-acyl-1-phosphatidyl-1D-myo-inositol [ChEBI:53056],CHEBI:53056
acylglucosaminylphosphatidylinositol [ChEBI:52572],CHEBI:52572
glucosaminylphosphatidylinositol [ChEBI:24275],CHEBI:24275
N-acetyl-D-glucosaminylphosphatidylinositol [ChEBI:15935],CHEBI:15935
N-terminal N-acetyl-L-serine residue [ChEBI:83690],CHEBI:83690
L-threonylcarbamoyladenylate [ChEBI:73687],CHEBI:73687
queuine [ChEBI:17433],CHEBI:17433
3-methylguanine [ChEBI:1604],CHEBI:1604
7-methylguanine [ChEBI:2274],CHEBI:2274
sulfide(2-) [ChEBI:15138],CHEBI:15138
cystathionine [ChEBI:17755],CHEBI:17755
sulfurous acid [ChEBI:48854],CHEBI:48854
siroheme [ChEBI:28599],CHEBI:28599
tetra-mu3-sulfido-tetrairon(1+) [ChEBI:33723],CHEBI:33723
O-acetyl-L-serine [ChEBI:17981],CHEBI:17981
S-acetyl-L-cysteine [ChEBI:45563],CHEBI:45563
1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside [ChEBI:52283],CHEBI:52283
1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside [ChEBI:52442],CHEBI:52442
1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside 3-phosphate [ChEBI:52443],CHEBI:52443
1D-myo-inositol 2-(L-cysteinylamino)-2-deoxy-alpha-D-glucopyranoside [ChEBI:52285],CHEBI:52285
S-formylmycothiol [ChEBI:15735],CHEBI:15735
acetophenone-mycothiol conjugate [ChEBI:59630],CHEBI:59630
N-ethylsuccinimide-mycothiol conjugate [ChEBI:59629],CHEBI:59629
N-acetyl-S-(N-ethylsuccinimido)-L-cysteine [ChEBI:59634],CHEBI:59634
N-acetyl-S-phenacyl-L-cysteine [ChEBI:59632],CHEBI:59632
acetophenone [ChEBI:27632],CHEBI:27632
N-ethylsuccinimide [ChEBI:44348],CHEBI:44348
3-dehydroshikimate [ChEBI:16630],CHEBI:16630
shikimic acid [ChEBI:16119],CHEBI:16119
3-dehydroquinate [ChEBI:32364],CHEBI:32364
7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate [ChEBI:58394],CHEBI:58394
3-phosphoshikimic acid [ChEBI:17052],CHEBI:17052
5-O-(1-carboxylatovinyl)-3-phosphonatoshikimate [ChEBI:57701],CHEBI:57701
chorismic acid [ChEBI:17333],CHEBI:17333
"alpha,alpha-trehalose 6-phosphate [ChEBI:18283]",CHEBI:18283
glucanotrehalose [ChEBI:134401],CHEBI:134401
(1->4)-alpha-D-glucan [ChEBI:15444],CHEBI:15444
phthiocerol A [ChEBI:59240],CHEBI:59240
mycocerosic acid [ChEBI:143082],CHEBI:143082
phthiocerol dimycocerosate [ChEBI:143085],CHEBI:143085
long-chain fatty acyl-AMP [ChEBI:137376],CHEBI:137376
"(25R)-cholest-5-ene-3beta,26-diol [ChEBI:76591]",CHEBI:76591
estetrol [ChEBI:142773],CHEBI:142773
estriol [ChEBI:27974],CHEBI:27974
"24(S),25-epoxycholesterol [ChEBI:41633]",CHEBI:41633
(22R)-22-hydroxycholesterol [ChEBI:67237],CHEBI:67237
fluoride [ChEBI:17051],CHEBI:17051
calcium phosphate [ChEBI:77635],CHEBI:77635
amiloride [ChEBI:2639],CHEBI:2639
non-steroidal anti-inflammatory drug [ChEBI:35475],CHEBI:35475
nicotinic acid-adenine dinucleotide phosphate [ChEBI:76072],CHEBI:76072
divalent metal cation [ChEBI:60240],CHEBI:60240
cation [ChEBI:36916],CHEBI:36916
dextran sulfate [ChEBI:34674],CHEBI:34674
carrageenan [ChEBI:3435],CHEBI:3435
cholesterol beta-epoxide [ChEBI:28164],CHEBI:28164
titanium dioxide nanoparticle [ChEBI:51050],CHEBI:51050
hematite nanoparticle [ChEBI:50824],CHEBI:50824
silicon dioxide nanoparticle [ChEBI:50828],CHEBI:50828
